BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,24.04,39.01,58.06,81.19,107.05
54.43,29.03,44.91,65.77,90.26,117.48
58.97,34.02,51.26,73.03,98.88,127.01
63.5,38.56,57.15,80.29,107.05,136.53
68.04,43.54,63.05,87.09,115.21,145.6
72.57,48.53,68.95,93.89,122.92,154.22
77.11,53.07,74.39,100.7,130.18,162.39
81.65,58.06,79.83,107.05,137.89,170.55
86.18,62.6,85.28,112.94,144.7,178.72
90.72,67.13,90.72,119.29,151.5,186.43
95.25,71.67,95.71,125.19,158.3,193.68
99.79,76.2,101.15,131.09,165.11,200.94
104.33,80.29,106.14,136.53,171.46,207.75
108.86,84.82,110.68,142.43,177.35,214.55
113.4,88.9,115.67,147.42,183.7,221.35
117.93,92.99,120.2,152.86,189.6,227.7
122.47,97.07,125.19,158.3,195.04,234.05
127.01,101.15,129.27,163.29,200.94,240.4
131.54,104.78,133.81,168.28,206.38,246.3
136.08,108.86,138.35,173.27,211.83,252.2
140.61,112.49,142.43,177.81,216.82,258.09
