Age,Beg.,Nov.,Int.,Adv.,Elite
6.8,< 1,2.27,8.62,17.24,26.76
9.07,< 1,4.08,11.79,21.77,32.21
11.34,< 1,4.54,12.7,22.68,33.57
13.61,< 1,4.54,12.7,22.68,33.57
15.88,< 1,4.54,12.7,22.68,33.57
18.14,< 1,4.54,12.7,22.68,33.57
20.41,< 1,3.63,11.34,20.87,31.3
22.68,< 1,2.72,9.98,18.6,28.58
24.95,< 1,1.81,8.16,16.33,25.4
27.22,< 1,0.45,6.35,13.61,21.77
29.48,< 1,< 1,4.54,10.89,18.6
31.75,< 1,< 1,3.18,8.62,15.42
34.02,< 1,< 1,1.36,6.35,12.25
36.29,< 1,< 1,< 1,4.54,9.53
38.56,< 1,< 1,< 1,2.72,7.26
40.82,< 1,< 1,< 1,1.36,4.99
