BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.72,10.43,23.13,41.28,63.5
54.43,4.08,12.7,26.31,45.81,68.95
58.97,5.44,14.97,29.94,49.9,73.94
63.5,6.8,17.24,33.11,53.98,78.93
68.04,8.16,19.5,35.83,58.06,83.91
72.57,9.53,21.32,39.01,61.69,88.45
77.11,11.34,23.59,42.18,65.32,92.53
81.65,12.7,25.85,44.91,68.95,97.07
86.18,14.06,28.12,47.63,72.57,101.15
90.72,15.88,30.39,50.35,75.75,105.23
95.25,17.24,32.21,53.07,79.38,108.86
99.79,18.6,34.47,55.79,82.55,112.94
104.33,20.41,36.29,58.51,85.73,116.57
108.86,21.77,38.56,60.78,88.45,119.75
113.4,23.13,40.37,63.5,91.63,123.38
117.93,24.49,42.18,65.77,94.35,126.55
122.47,26.31,44,68.04,97.52,130.18
127.01,27.67,46.27,70.31,100.24,133.36
131.54,29.03,48.08,72.57,102.97,136.53
136.08,30.39,49.9,74.84,105.69,139.25
140.61,31.75,51.71,77.11,107.95,142.43
