BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,12.25,25.4,43.54,67.13,94.35
54.43,13.61,27.22,46.27,70.31,97.98
58.97,14.97,29.03,48.99,73.48,101.6
63.5,16.33,30.84,51.26,76.66,105.23
68.04,17.69,32.66,53.52,79.38,108.41
72.57,19.05,34.47,55.79,82.1,111.58
77.11,20.41,36.29,57.61,84.37,114.76
81.65,21.32,37.65,59.87,87.09,117.48
86.18,22.68,39.46,61.69,89.36,120.2
90.72,23.59,40.82,63.5,91.63,122.47
95.25,24.95,42.18,65.32,93.44,125.19
99.79,25.85,43.54,67.13,95.71,127.46
104.33,26.76,44.91,68.95,97.52,129.73
108.86,28.12,46.27,70.31,99.79,132
113.4,29.03,47.63,72.12,101.6,134.26
117.93,29.94,48.99,73.48,103.42,136.53
122.47,30.84,49.9,74.84,105.23,138.35
127.01,31.75,51.26,76.66,106.59,140.16
131.54,32.66,52.62,78.02,108.41,142.43
136.08,33.57,53.52,79.38,110.22,144.24
140.61,34.47,54.43,80.74,111.58,146.06
