BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,37.19,57.15,82.55,112.49,145.6
54.43,43.54,64.86,92.08,123.38,158.3
58.97,49.9,72.57,101.15,134.26,170.1
63.5,56.25,80.29,109.77,144.24,181.44
68.04,62.14,87.54,118.39,153.77,192.32
72.57,68.04,94.35,126.55,163.29,202.76
77.11,73.94,101.6,134.72,172.37,212.73
81.65,79.83,107.95,142.43,180.98,222.26
86.18,85.73,114.76,149.69,189.6,231.79
90.72,91.17,121.11,157.4,197.77,240.86
95.25,96.62,127.46,164.2,205.93,249.93
99.79,102.06,133.81,171.46,213.64,258.55
104.33,107.05,139.71,178.26,221.35,266.71
108.86,112.49,145.6,184.61,228.61,274.88
113.4,117.48,151.05,190.96,235.87,282.59
117.93,122.47,156.94,197.31,242.67,290.3
122.47,127.46,162.39,203.66,249.48,298.01
127.01,132,167.83,209.56,256.28,305.27
131.54,136.98,172.82,215.46,262.63,312.07
136.08,141.52,178.26,221.35,268.98,319.33
140.61,146.06,183.25,227.25,275.33,326.13
