BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,13.61,24.49,39.46,58.06,79.38
54.43,15.88,27.67,43.54,63.05,84.82
58.97,18.14,30.84,47.17,67.59,90.26
63.5,20.41,33.57,51.26,72.12,95.25
68.04,22.68,36.74,54.43,76.2,100.24
72.57,24.95,39.46,58.06,80.29,104.78
77.11,27.22,42.18,61.23,84.37,109.32
81.65,29.48,44.91,64.41,88,113.4
86.18,31.75,47.63,67.59,91.63,117.48
90.72,33.57,49.9,70.76,95.25,121.56
95.25,35.83,52.62,73.94,98.43,125.65
99.79,37.65,54.88,76.66,101.6,129.27
104.33,39.46,57.15,79.38,105.23,132.9
108.86,41.73,59.87,82.1,107.95,136.53
113.4,43.54,61.69,84.82,111.13,139.71
117.93,45.36,63.96,87.54,114.31,142.88
122.47,47.17,66.22,89.81,117.03,146.51
127.01,48.99,68.49,92.53,119.75,149.23
131.54,50.8,70.31,94.8,122.47,152.41
136.08,52.62,72.57,97.07,125.19,155.58
140.61,53.98,74.39,99.34,127.91,158.3
