BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,25,70,128,196
54.43,< 1,25,68,123,187
58.97,< 1,25,66,118,178
63.5,< 1,25,64,113,171
68.04,< 1,25,62,109,164
72.57,< 1,24,60,106,157
77.11,< 1,24,59,102,152
81.65,< 1,23,57,99,146
86.18,< 1,23,55,95,141
90.72,< 1,22,54,93,136
95.25,< 1,22,52,90,132
99.79,< 1,21,51,87,128
104.33,< 1,21,50,85,124
108.86,< 1,20,48,82,120
113.4,< 1,20,47,80,117
117.93,< 1,19,46,78,114
122.47,< 1,19,45,76,111
127.01,< 1,18,44,74,108
131.54,< 1,18,42,72,105
136.08,< 1,17,41,70,102
140.61,< 1,17,40,69,100
