BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.44,12.7,23.59,38.1,54.88
54.43,6.8,14.51,26.31,41.73,58.97
58.97,8.16,16.78,29.03,44.91,63.05
63.5,9.53,18.6,31.75,48.08,66.68
68.04,10.89,20.41,34.02,51.26,70.31
72.57,12.25,22.68,36.74,53.98,73.94
77.11,13.61,24.49,39.01,57.15,77.56
81.65,14.97,26.31,41.28,59.87,80.74
86.18,16.33,28.12,43.54,62.6,83.46
90.72,17.69,29.94,45.81,64.86,86.64
95.25,19.05,31.3,47.63,67.59,89.36
99.79,20.41,33.11,49.9,69.85,92.53
104.33,21.77,34.93,51.71,72.57,95.25
108.86,23.13,36.29,53.98,74.84,97.98
113.4,24.04,38.1,55.79,77.11,100.24
117.93,25.4,39.46,57.61,78.93,102.97
122.47,26.76,40.82,59.42,81.19,105.23
127.01,27.67,42.64,61.23,83.46,107.5
131.54,29.03,44,63.05,85.28,110.22
136.08,30.39,45.36,64.86,87.54,112.49
140.61,31.3,46.72,66.22,89.36,114.31
