BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.27,8.62,20.41,36.74,56.7
54.43,3.18,10.43,23.13,40.37,61.23
58.97,4.08,12.25,25.4,43.54,65.32
63.5,4.99,14.06,28.12,46.72,68.95
68.04,6.35,15.88,30.39,49.9,73.03
72.57,7.26,17.24,32.66,52.62,76.66
77.11,8.16,19.05,34.93,55.79,79.83
81.65,9.53,20.87,37.19,58.51,83.01
86.18,10.43,22.23,39.46,61.23,86.18
90.72,11.79,24.04,41.28,63.5,89.36
95.25,12.7,25.4,43.54,66.22,92.53
99.79,13.61,26.76,45.36,68.49,95.25
104.33,14.97,28.58,47.17,71.21,97.98
108.86,15.88,29.94,48.99,73.48,100.7
113.4,16.78,31.3,51.26,75.75,103.42
117.93,18.14,32.66,53.07,78.02,106.14
122.47,19.05,34.02,54.43,79.83,108.41
127.01,19.96,35.38,56.25,82.1,111.13
131.54,21.32,36.74,58.06,83.91,113.4
136.08,22.23,38.1,59.87,86.18,115.67
140.61,23.13,39.46,61.23,88,117.93
