BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,8.62,17.69,29.94,45.81,63.5
54.43,10.43,19.5,32.66,48.99,67.59
58.97,11.79,21.77,35.38,52.16,71.67
63.5,13.15,23.59,37.65,55.34,75.3
68.04,14.51,25.4,40.37,58.06,78.47
72.57,15.88,27.67,42.64,61.23,81.65
77.11,17.69,29.48,44.91,63.96,84.82
81.65,19.05,31.3,47.17,66.22,88
86.18,20.41,32.66,48.99,68.95,90.72
90.72,21.77,34.47,51.26,71.21,93.44
95.25,22.68,36.29,53.07,73.94,96.16
99.79,24.04,37.65,55.34,76.2,98.88
104.33,25.4,39.46,57.15,78.02,101.6
108.86,26.76,40.82,58.97,80.29,103.87
113.4,27.67,42.18,60.78,82.55,106.14
117.93,29.03,44,62.6,84.37,108.41
122.47,30.39,45.36,63.96,86.64,110.68
127.01,31.3,46.72,65.77,88.45,112.94
131.54,32.66,48.08,67.59,90.26,115.21
136.08,33.57,49.44,68.95,92.08,117.03
140.61,34.47,50.8,70.76,93.89,119.29
