BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.08,9.53,18.14,29.48,43.09
54.43,4.99,11.34,20.41,32.21,46.27
58.97,5.9,12.7,22.23,34.93,49.44
63.5,6.8,14.06,24.49,37.19,52.16
68.04,8.16,15.42,26.31,39.46,54.88
72.57,9.07,17.24,28.12,41.73,57.61
77.11,9.98,18.6,29.94,44,60.33
81.65,11.34,19.96,31.75,46.27,62.6
86.18,12.25,21.32,33.57,48.08,64.86
90.72,13.15,22.68,34.93,50.35,67.13
95.25,14.06,23.59,36.74,52.16,69.4
99.79,14.97,24.95,38.1,53.98,71.67
104.33,15.88,26.31,39.46,55.79,73.94
108.86,16.78,27.67,41.28,57.61,75.75
113.4,18.14,28.58,42.64,59.42,77.56
117.93,19.05,29.94,44,60.78,79.83
122.47,19.96,30.84,45.36,62.6,81.65
127.01,20.87,32.21,46.72,63.96,83.46
131.54,21.77,33.11,48.08,65.77,85.28
136.08,22.23,34.47,49.44,67.13,86.64
140.61,23.13,35.38,50.8,68.49,88.45
