BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.08,14.06,31.3,55.34,84.82
54.43,4.99,16.33,34.93,59.87,90.72
58.97,6.35,18.6,38.1,64.41,96.16
63.5,7.71,20.87,41.28,68.49,101.15
68.04,9.07,23.13,44.45,72.57,106.14
72.57,10.89,25.4,47.63,76.66,110.68
77.11,12.25,27.67,50.35,80.29,115.21
81.65,13.61,29.48,53.52,83.91,119.29
86.18,14.97,31.75,56.25,87.54,123.38
90.72,16.33,33.57,58.97,90.72,127.46
95.25,17.69,35.83,61.23,93.89,131.54
99.79,19.05,37.65,63.96,97.07,135.17
104.33,20.41,39.46,66.68,100.24,138.8
108.86,21.77,41.73,68.95,102.97,142.43
113.4,23.13,43.54,71.21,106.14,145.6
117.93,24.49,45.36,73.48,108.86,148.78
122.47,25.85,47.17,75.75,111.58,151.95
127.01,27.22,48.53,78.02,114.31,155.13
131.54,28.58,50.35,80.29,117.03,158.3
136.08,29.48,52.16,82.1,119.29,161.48
140.61,30.84,53.52,84.37,122.02,164.2
