BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.63,9.07,16.78,27.22,39.46
54.43,4.54,10.43,19.05,29.48,42.18
58.97,5.9,11.79,20.87,32.21,44.91
63.5,6.8,13.15,22.68,34.02,47.63
68.04,7.71,14.51,24.49,36.29,50.35
72.57,8.62,15.88,25.85,38.56,52.62
77.11,9.53,17.24,27.67,40.37,54.88
81.65,10.43,18.6,29.03,42.18,57.15
86.18,11.34,19.96,30.84,44.45,59.42
90.72,12.25,20.87,32.21,46.27,61.69
95.25,13.15,22.23,33.57,47.63,63.5
99.79,14.06,23.13,35.38,49.44,65.32
104.33,14.97,24.49,36.74,51.26,67.59
108.86,15.88,25.4,38.1,52.62,69.4
113.4,16.78,26.76,39.46,54.43,71.21
117.93,17.69,27.67,40.37,55.79,72.57
122.47,18.6,28.58,41.73,57.15,74.39
127.01,19.5,29.94,43.09,58.97,76.2
131.54,20.41,30.84,44.45,60.33,77.56
136.08,20.87,31.75,45.36,61.69,79.38
140.61,21.77,32.66,46.72,63.05,80.74
