BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.27,7.26,14.51,24.95,37.19
54.43,3.18,8.16,15.88,26.76,39.46
58.97,3.63,9.07,17.69,28.58,41.73
63.5,4.08,9.98,18.6,30.39,44
68.04,4.99,10.89,19.96,31.75,45.81
72.57,5.44,11.79,21.32,33.57,47.63
77.11,5.9,12.7,22.68,34.93,49.44
81.65,6.8,13.61,23.59,36.29,51.26
86.18,7.26,14.51,24.95,37.65,52.62
90.72,7.71,15.42,25.85,39.01,54.43
95.25,8.62,16.33,26.76,40.37,55.79
99.79,9.07,16.78,28.12,41.73,57.61
104.33,9.53,17.69,29.03,43.09,58.97
108.86,9.98,18.6,29.94,44,60.33
113.4,10.89,19.05,30.84,45.36,61.69
117.93,11.34,19.96,31.75,46.27,63.05
122.47,11.79,20.87,32.66,47.63,63.96
127.01,12.25,21.32,33.57,48.53,65.32
131.54,12.7,22.23,34.47,49.44,66.68
136.08,13.15,22.68,35.38,50.8,67.59
140.61,14.06,23.59,36.29,51.71,68.95
