BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,11.79,19.96,31.3,44.91,60.33
54.43,13.61,22.23,34.02,48.53,64.41
58.97,14.97,24.49,36.74,51.71,68.04
63.5,16.78,26.76,39.46,54.43,71.21
68.04,18.14,28.58,41.73,57.61,74.84
72.57,19.96,30.39,44,60.33,77.56
77.11,21.32,32.66,46.27,62.6,80.74
81.65,23.13,34.47,48.53,65.32,83.46
86.18,24.49,36.29,50.8,68.04,86.64
90.72,25.85,37.65,52.62,70.31,89.36
95.25,27.22,39.46,54.88,72.57,91.63
99.79,28.58,41.28,56.7,74.84,94.35
104.33,29.94,42.64,58.51,76.66,96.62
108.86,31.3,44.45,60.33,78.93,98.88
113.4,32.66,45.81,62.14,81.19,101.15
117.93,34.02,47.17,63.96,83.01,103.42
122.47,34.93,48.99,65.77,84.82,105.69
127.01,36.29,50.35,67.13,86.64,107.95
131.54,37.65,51.71,68.95,88.45,109.77
136.08,38.56,53.07,70.31,90.26,111.58
140.61,39.92,54.43,72.12,92.08,113.85
