BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.72,6.8,12.7,20.41,29.48
54.43,3.63,7.71,14.06,22.23,31.75
58.97,4.08,8.62,15.42,23.59,33.57
63.5,4.54,9.53,16.33,24.95,34.93
68.04,5.44,10.43,17.69,26.31,36.74
72.57,5.9,11.34,18.6,27.67,38.1
77.11,6.35,12.25,19.5,29.03,39.92
81.65,7.26,12.7,20.87,30.39,41.28
86.18,7.71,13.61,21.77,31.75,42.64
90.72,8.16,14.51,22.68,32.66,44
95.25,9.07,14.97,23.59,33.57,45.36
99.79,9.53,15.88,24.49,34.93,46.72
104.33,9.98,16.78,25.4,35.83,47.63
108.86,10.43,17.24,26.31,36.74,48.99
113.4,10.89,18.14,27.22,38.1,49.9
117.93,11.34,18.6,27.67,39.01,51.26
122.47,12.25,19.05,28.58,39.92,52.16
127.01,12.7,19.96,29.48,40.82,53.07
131.54,13.15,20.41,29.94,41.73,54.43
136.08,13.61,21.32,30.84,42.64,55.34
140.61,14.06,21.77,31.75,43.54,56.25
