BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.44,10.43,17.69,27.22,37.65
54.43,6.35,12.25,19.96,29.48,40.82
58.97,7.71,13.61,22.23,32.21,44
63.5,9.07,15.42,24.04,34.93,46.72
68.04,9.98,16.78,25.85,37.19,49.44
72.57,11.34,18.6,28.12,39.46,52.16
77.11,12.7,19.96,29.94,41.73,54.43
81.65,13.61,21.77,31.75,44,57.15
86.18,14.97,23.13,33.57,45.81,59.42
90.72,15.88,24.49,35.38,48.08,61.69
95.25,17.24,25.85,36.74,49.9,63.96
99.79,18.14,27.22,38.56,51.71,66.22
104.33,19.5,28.58,40.37,53.52,68.49
108.86,20.41,29.94,41.73,55.34,70.31
113.4,21.77,31.3,43.09,57.15,72.12
117.93,22.68,32.66,44.91,58.97,74.39
122.47,23.59,34.02,46.27,60.78,76.2
127.01,24.95,34.93,47.63,62.14,78.02
131.54,25.85,36.29,48.99,63.96,79.83
136.08,26.76,37.65,50.35,65.32,81.65
140.61,27.67,38.56,51.71,67.13,83.01
