BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.18,11.79,26.31,46.27,70.31
54.43,4.08,13.61,28.58,49.44,74.84
58.97,5.44,15.42,31.3,52.62,78.47
63.5,6.35,16.78,33.57,55.79,82.1
68.04,7.26,18.6,35.83,58.51,85.73
72.57,8.16,19.96,38.1,61.69,89.36
77.11,9.07,21.77,39.92,63.96,92.53
81.65,10.43,23.13,42.18,66.68,95.71
86.18,11.34,24.49,44,69.4,98.43
90.72,12.25,26.31,46.27,71.67,101.6
95.25,13.15,27.67,48.08,73.94,104.33
99.79,14.06,29.03,49.9,76.2,107.05
104.33,14.97,30.39,51.71,78.47,109.32
108.86,16.33,31.75,53.07,80.74,112.04
113.4,17.24,32.66,54.88,82.55,114.31
117.93,18.14,34.02,56.7,84.82,116.57
122.47,19.05,35.38,58.06,86.64,118.84
127.01,19.96,36.74,59.87,88.45,121.11
131.54,20.87,37.65,61.23,90.26,123.38
136.08,21.32,39.01,62.6,92.08,125.65
140.61,22.23,39.92,64.41,93.89,127.46
