BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,7,31,62,98
54.43,< 1,8,31,62,96
58.97,< 1,9,32,61,94
63.5,< 1,10,32,60,92
68.04,< 1,10,32,59,89
72.57,< 1,11,32,58,87
77.11,< 1,11,32,57,85
81.65,< 1,12,32,56,83
86.18,< 1,12,32,55,81
90.72,< 1,12,31,54,79
95.25,< 1,12,31,53,77
99.79,< 1,12,30,52,75
104.33,< 1,12,30,51,74
108.86,< 1,12,29,50,72
113.4,< 1,12,29,49,71
117.93,< 1,12,28,48,69
122.47,< 1,12,28,47,67
127.01,< 1,12,28,46,66
131.54,< 1,11,27,45,65
136.08,< 1,11,27,44,63
140.61,< 1,11,26,43,62
