BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.54,16.33,36.29,63.96,97.98
54.43,6.35,19.05,40.37,69.85,104.78
58.97,7.71,21.77,44.45,74.84,111.13
63.5,9.53,24.95,48.53,79.83,117.48
68.04,11.34,27.67,52.16,84.82,123.38
72.57,13.15,30.39,55.79,89.36,128.82
77.11,14.51,32.66,59.42,93.89,134.26
81.65,16.33,35.38,63.05,98.43,139.25
86.18,18.14,38.1,66.22,102.51,144.24
90.72,19.96,40.37,69.4,106.59,149.23
95.25,21.77,42.64,72.57,110.68,153.77
99.79,23.13,45.36,75.75,114.31,158.3
104.33,24.95,47.63,78.93,117.93,162.84
108.86,26.76,49.9,81.65,121.56,166.92
113.4,28.58,52.16,84.82,125.19,171
117.93,29.94,54.43,87.54,128.37,175.09
122.47,31.75,56.7,90.26,132,179.17
127.01,33.11,58.51,92.99,135.17,182.8
131.54,34.93,60.78,95.71,138.35,186.43
136.08,36.29,62.6,97.98,141.52,190.06
140.61,38.1,64.86,100.7,144.7,193.68
