BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,7.26,14.97,25.4,39.01,54.43
54.43,9.07,17.24,28.58,42.64,58.97
58.97,10.43,19.5,31.3,46.27,63.05
63.5,12.25,21.77,34.47,49.9,67.13
68.04,14.06,24.04,37.19,53.07,71.21
72.57,15.88,26.31,39.92,56.25,74.84
77.11,17.24,28.12,42.18,59.42,78.47
81.65,19.05,30.39,44.91,62.6,81.65
86.18,20.87,32.21,47.63,65.32,85.28
90.72,22.23,34.47,49.9,68.04,88.45
95.25,24.04,36.29,52.16,70.76,91.63
99.79,25.4,38.1,54.43,73.48,94.35
104.33,26.76,39.92,56.7,76.2,97.52
108.86,28.58,41.73,58.97,78.93,100.24
113.4,29.94,43.54,61.23,81.19,102.97
117.93,31.3,45.36,63.05,83.46,105.69
122.47,32.66,47.17,65.32,85.73,108.41
127.01,34.47,48.99,67.13,88.45,111.13
131.54,35.83,50.8,68.95,90.26,113.4
136.08,37.19,52.16,71.21,92.53,116.12
140.61,38.56,53.98,73.03,94.8,118.39
