BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,15.42,28.58,47.17,70.31,96.62
54.43,20.41,35.38,55.34,80.29,108.41
58.97,25.4,41.73,63.96,90.26,119.75
63.5,30.39,48.53,71.67,99.79,130.63
68.04,35.83,54.88,79.83,109.32,141.52
72.57,40.82,61.69,87.54,118.39,151.5
77.11,46.27,68.04,95.25,127.01,161.93
81.65,51.71,74.39,102.97,135.62,171.46
86.18,56.7,80.74,110.22,144.24,180.98
90.72,62.14,87.09,117.48,152.41,190.06
95.25,67.13,92.99,124.74,160.57,199.13
99.79,72.57,98.88,131.54,168.28,208.2
104.33,77.56,104.78,138.35,176.45,216.82
108.86,82.55,110.68,145.15,183.7,224.98
113.4,87.54,116.57,151.5,190.96,233.15
117.93,92.53,122.47,157.85,198.22,241.31
122.47,97.52,127.91,164.2,205.48,249.02
127.01,102.06,133.36,170.55,212.28,256.73
131.54,107.05,138.8,176.9,219.54,263.99
136.08,111.58,144.24,182.8,225.89,271.7
140.61,116.12,149.23,188.69,232.69,278.96
