BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.18,7.71,14.97,24.49,36.29
54.43,3.63,8.62,16.33,26.31,38.1
58.97,4.08,9.53,17.69,28.12,39.92
63.5,4.99,10.43,19.05,29.48,42.18
68.04,5.44,11.34,19.96,30.84,43.54
72.57,5.9,12.25,21.32,32.66,45.36
77.11,6.8,13.15,22.23,34.02,47.17
81.65,7.26,14.06,23.59,34.93,48.53
86.18,7.71,14.97,24.49,36.29,49.9
90.72,8.62,15.42,25.4,37.65,51.26
95.25,9.07,16.33,26.31,38.56,52.62
99.79,9.53,17.24,27.22,39.92,53.98
104.33,9.98,17.69,28.12,40.82,55.34
108.86,10.43,18.6,29.03,42.18,56.7
113.4,11.34,19.05,29.94,43.09,57.61
117.93,11.79,19.96,30.84,44,58.97
122.47,12.25,20.41,31.75,44.91,60.33
127.01,12.7,21.32,32.21,45.81,61.23
131.54,13.15,21.77,33.11,46.72,62.14
136.08,13.61,22.23,34.02,47.63,63.5
140.61,14.06,23.13,34.47,48.53,64.41
