BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,1.81,4.99,10.89,19.05,29.03
54.43,2.27,5.9,12.25,20.41,30.39
58.97,2.27,6.8,13.15,21.77,32.21
63.5,2.72,7.26,14.06,23.13,34.02
68.04,3.18,8.16,14.97,24.49,35.38
72.57,3.63,8.62,15.88,25.4,36.74
77.11,4.08,9.53,16.78,26.76,38.1
81.65,4.54,9.98,17.69,27.67,39.46
86.18,4.99,10.89,18.6,29.03,40.82
90.72,5.44,11.34,19.5,29.94,41.73
95.25,5.9,11.79,20.41,30.84,43.09
99.79,6.35,12.7,21.32,31.75,44
104.33,6.8,13.15,21.77,32.66,45.36
108.86,7.26,13.61,22.68,33.57,46.27
113.4,7.71,14.51,23.13,34.47,47.17
117.93,8.16,14.97,24.04,35.38,48.53
122.47,8.62,15.42,24.95,36.29,49.44
127.01,9.07,15.88,25.4,37.19,50.35
131.54,9.53,16.33,25.85,38.1,51.26
136.08,9.53,16.78,26.76,38.56,52.16
140.61,9.98,17.69,27.22,39.46,53.07
