BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.72,6.8,12.7,20.87,30.39
54.43,3.18,7.71,14.06,22.68,32.66
58.97,4.08,8.62,15.42,24.49,34.47
63.5,4.54,9.53,16.78,25.85,36.74
68.04,5.44,10.89,18.14,27.67,38.56
72.57,5.9,11.79,19.5,29.03,40.37
77.11,6.8,12.7,20.87,30.84,42.18
81.65,7.26,13.61,21.77,32.21,43.54
86.18,8.16,14.51,23.13,33.57,45.36
90.72,8.62,15.42,24.04,34.93,46.72
95.25,9.53,16.33,24.95,36.29,48.53
99.79,9.98,17.24,26.31,37.19,49.9
104.33,10.89,17.69,27.22,38.56,51.26
108.86,11.34,18.6,28.12,39.92,52.62
113.4,11.79,19.5,29.03,40.82,53.98
117.93,12.7,20.41,30.39,42.18,55.34
122.47,13.15,20.87,31.3,43.09,56.7
127.01,13.61,21.77,32.21,44.45,57.61
131.54,14.51,22.68,33.11,45.36,58.97
136.08,14.97,23.13,33.57,46.27,60.33
140.61,15.42,24.04,34.47,47.17,61.23
