BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,6.35,15.42,29.03,46.72,68.04
54.43,8.16,18.14,32.21,50.8,72.57
58.97,9.53,20.41,35.38,54.88,77.11
63.5,11.34,22.68,38.56,58.51,81.65
68.04,12.7,24.49,41.28,62.14,85.73
72.57,14.51,26.76,44,65.32,89.81
77.11,15.88,29.03,46.72,68.49,93.44
81.65,17.69,30.84,49.44,71.67,97.07
86.18,19.05,33.11,51.71,74.84,100.7
90.72,20.41,34.93,54.43,78.02,104.33
95.25,22.23,37.19,56.7,80.74,107.5
99.79,23.59,39.01,58.97,83.46,110.68
104.33,24.95,40.82,61.23,86.18,113.85
108.86,26.31,42.64,63.5,88.9,117.03
113.4,27.67,44.45,65.77,91.63,119.75
117.93,29.03,46.27,68.04,93.89,122.92
122.47,30.39,47.63,69.85,96.16,125.65
127.01,31.75,49.44,72.12,98.88,128.37
131.54,33.11,51.26,73.94,101.15,130.63
136.08,34.47,52.62,75.75,103.42,133.36
140.61,35.83,54.43,78.02,105.69,136.08
