BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,6.8,13.15,21.77,32.66,44.91
54.43,8.62,14.97,24.49,35.83,48.53
58.97,9.98,17.24,26.76,38.56,52.16
63.5,11.34,19.05,29.48,41.73,55.34
68.04,13.15,21.32,31.75,44.45,58.51
72.57,14.51,23.13,34.02,47.17,61.69
77.11,15.88,24.95,36.29,49.9,64.86
81.65,17.24,26.76,38.56,52.16,67.59
86.18,19.05,28.58,40.37,54.88,70.31
90.72,20.41,29.94,42.64,57.15,73.03
95.25,21.77,31.75,44.45,59.42,75.75
99.79,23.13,33.57,46.72,61.69,78.47
104.33,24.49,34.93,48.53,63.96,80.74
108.86,25.85,36.74,50.35,66.22,83.46
113.4,27.22,38.1,52.16,68.49,85.73
117.93,28.12,39.92,53.98,70.31,88
122.47,29.48,41.28,55.79,72.12,90.26
127.01,30.84,42.64,57.61,74.39,92.08
131.54,32.21,44.45,58.97,76.2,94.35
136.08,33.11,45.81,60.78,78.02,96.62
140.61,34.47,47.17,62.14,79.83,98.43
