BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.45,8.62,28.58,58.97,98.88
54.43,1.81,12.25,34.47,67.59,109.77
58.97,3.18,15.88,40.37,76.2,120.66
63.5,4.99,19.96,46.72,84.37,131.09
68.04,6.8,24.04,52.62,92.53,141.07
72.57,9.07,28.12,58.51,100.24,150.59
77.11,11.79,32.21,64.41,107.95,159.66
81.65,14.06,36.29,70.31,115.67,168.74
86.18,16.78,40.37,76.2,122.92,177.81
90.72,19.5,44.45,81.65,129.73,186.43
95.25,22.23,48.53,87.09,136.98,194.59
99.79,25.4,53.07,92.53,143.79,202.76
104.33,28.12,57.15,97.98,150.59,210.92
108.86,30.84,60.78,103.42,156.94,218.63
113.4,33.57,64.86,108.86,163.29,225.89
117.93,36.74,68.95,113.85,169.64,233.6
122.47,39.46,73.03,118.84,175.99,240.4
127.01,42.64,76.66,123.83,181.89,247.66
131.54,45.36,80.74,128.82,187.79,254.47
136.08,48.08,84.37,133.36,193.68,261.27
140.61,51.26,88.45,138.35,199.13,268.07
