BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,24.49,39.01,58.06,80.29,105.23
54.43,27.22,42.64,62.14,85.73,111.13
58.97,29.94,46.27,66.22,90.26,117.03
63.5,32.66,49.44,70.31,95.25,122.02
68.04,35.38,52.62,74.39,99.34,127.01
72.57,38.1,55.79,78.02,103.87,132
77.11,40.37,58.97,81.65,107.95,136.53
81.65,43.09,61.69,84.82,111.58,141.07
86.18,45.36,64.41,88,115.67,145.15
90.72,47.63,67.13,91.17,119.29,149.23
95.25,49.9,69.85,94.35,122.47,153.31
99.79,52.16,72.12,97.52,126.1,156.94
104.33,53.98,74.84,100.24,129.27,160.57
108.86,56.25,77.11,102.97,132.45,164.2
113.4,58.06,79.83,105.69,135.62,167.38
117.93,59.87,82.1,108.41,138.35,171
122.47,62.14,84.37,111.13,141.52,174.18
127.01,63.96,86.18,113.4,144.24,177.35
131.54,65.77,88.45,116.12,146.96,180.08
136.08,67.59,90.72,118.39,149.69,183.25
140.61,69.4,92.53,120.66,152.41,185.97
