BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.45,6.35,20.41,42.64,71.67
54.43,0.45,7.26,22.68,45.81,75.75
58.97,0.91,8.62,24.49,48.99,79.38
63.5,1.36,9.98,26.76,51.71,83.01
68.04,1.81,10.89,28.58,54.43,86.18
72.57,2.27,12.25,30.39,56.7,89.81
77.11,3.18,13.61,32.21,59.42,92.53
81.65,3.63,14.51,34.02,61.69,95.71
86.18,4.08,15.88,35.83,63.96,98.43
90.72,4.54,16.78,37.19,66.22,101.15
95.25,5.44,17.69,39.01,68.49,103.87
99.79,5.9,19.05,40.82,70.31,106.59
104.33,6.35,19.96,42.18,72.57,108.86
108.86,7.26,20.87,43.54,74.39,111.58
113.4,7.71,22.23,44.91,76.2,113.85
117.93,8.16,23.13,46.72,78.02,116.12
122.47,8.62,24.04,48.08,79.83,117.93
127.01,9.53,24.95,49.44,81.65,120.2
131.54,9.98,25.85,50.35,83.46,122.47
136.08,10.43,26.76,51.71,85.28,124.28
140.61,11.34,27.67,53.07,86.64,126.1
