BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,15.88,31.3,52.62,79.83,110.68
54.43,19.96,36.74,59.87,88.45,120.66
58.97,24.04,42.18,66.68,96.62,130.63
63.5,28.12,47.17,73.03,104.33,139.71
68.04,32.21,52.62,79.83,112.04,148.78
72.57,35.83,57.61,85.73,119.75,156.94
77.11,39.92,62.6,92.08,127.01,165.56
81.65,44,67.59,97.98,133.81,173.27
86.18,48.08,72.57,103.87,140.61,180.98
90.72,51.71,77.56,109.77,147.42,188.69
95.25,55.79,82.1,115.21,153.77,195.95
99.79,59.42,86.64,120.66,160.12,203.21
104.33,63.5,91.17,126.1,166.01,210.01
108.86,67.13,95.71,131.09,172.37,216.36
113.4,70.76,99.79,136.08,177.81,223.17
117.93,74.39,104.33,141.07,183.7,229.52
122.47,77.56,108.41,146.06,189.15,235.41
127.01,81.19,112.49,150.59,194.59,241.76
131.54,84.82,116.57,155.58,200.03,247.66
136.08,88,120.66,160.12,205.02,253.1
140.61,91.17,124.28,164.65,210.01,259
