BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,12.7,29.48,53.98,86.18,123.83
54.43,16.33,34.47,61.23,94.8,134.26
58.97,19.96,39.92,67.59,103.42,144.24
63.5,23.59,44.91,74.39,111.13,153.31
68.04,27.22,49.9,80.74,118.84,162.39
72.57,30.84,54.43,86.64,126.55,171.46
77.11,34.47,59.42,92.99,133.81,179.62
81.65,38.1,63.96,98.43,140.61,187.79
86.18,41.28,68.49,104.33,147.42,195.5
90.72,44.91,73.03,109.77,154.22,203.21
95.25,48.53,77.56,115.21,160.57,210.47
99.79,51.71,81.65,120.66,166.47,217.72
104.33,55.34,86.18,125.65,172.82,224.53
108.86,58.51,90.26,130.63,178.72,231.33
113.4,62.14,94.35,135.62,184.16,237.68
117.93,65.32,98.43,140.61,190.06,244.03
122.47,68.49,102.51,145.15,195.5,250.38
127.01,71.67,106.14,149.69,200.49,256.28
131.54,74.84,110.22,154.22,205.93,262.18
136.08,78.02,113.85,158.76,210.92,268.07
140.61,80.74,117.48,162.84,215.91,273.52
