BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.63,8.62,15.88,25.85,37.65
54.43,4.54,9.98,18.14,28.58,40.37
58.97,5.44,11.34,19.96,30.84,43.54
63.5,6.8,13.15,21.77,33.11,46.27
68.04,7.71,14.51,24.04,35.38,48.99
72.57,8.62,15.88,25.85,37.65,51.71
77.11,9.53,17.24,27.22,39.92,53.98
81.65,10.89,18.6,29.03,42.18,56.7
86.18,11.79,19.96,30.84,44,58.97
90.72,12.7,21.32,32.66,45.81,61.23
95.25,14.06,22.68,34.02,48.08,63.05
99.79,14.97,24.04,35.83,49.9,65.32
104.33,15.88,24.95,37.19,51.71,67.59
108.86,16.78,26.31,38.56,53.07,69.4
113.4,17.69,27.67,39.92,54.88,71.21
117.93,18.6,28.58,41.73,56.7,73.03
122.47,19.5,29.94,43.09,58.06,75.3
127.01,20.41,30.84,44.45,59.87,77.11
131.54,21.32,32.21,45.81,61.23,78.47
136.08,22.23,33.11,46.72,63.05,80.29
140.61,23.13,34.47,48.08,64.41,82.1
