BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,23.59,41.73,66.22,96.16,130.18
54.43,28.12,47.63,73.48,105.23,140.61
58.97,32.66,53.52,80.74,113.85,150.59
63.5,37.19,59.42,88,122.02,160.12
68.04,41.73,64.86,94.8,130.18,169.19
72.57,45.81,70.31,101.15,137.89,178.26
77.11,50.35,75.75,107.5,145.15,186.43
81.65,54.43,80.74,113.85,152.41,194.59
86.18,58.51,85.73,119.75,159.21,202.3
90.72,63.05,90.72,125.65,166.01,210.01
95.25,66.68,95.71,131.54,172.82,217.27
99.79,70.76,100.24,136.98,179.17,224.53
104.33,74.84,105.23,142.43,185.07,231.33
108.86,78.47,109.77,147.42,191.42,238.14
113.4,82.55,113.85,152.86,196.86,244.49
117.93,86.18,118.39,157.85,202.76,250.84
122.47,89.81,122.47,162.84,208.2,257.19
127.01,93.44,127.01,167.38,213.64,263.08
131.54,96.62,131.09,172.37,219.09,268.98
136.08,100.24,135.17,176.9,224.07,274.88
140.61,103.87,138.8,181.44,229.52,280.32
