Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,22.23,37.19,56.25,77.56
20,13.15,25.4,42.64,64.41,88.9
25,13.61,25.85,43.54,65.77,91.17
30,13.61,25.85,43.54,65.77,91.17
35,13.61,25.85,43.54,65.77,91.17
40,13.61,25.85,43.54,65.77,91.17
45,12.7,24.49,41.28,62.6,86.64
50,11.79,23.13,39.01,58.51,81.19
55,10.89,21.32,35.83,54.43,75.3
60,9.98,19.5,32.66,49.44,68.49
65,9.07,17.69,29.48,44.91,62.14
70,8.16,15.88,26.76,40.37,55.79
75,7.26,14.06,24.04,35.83,49.9
80,6.35,12.7,21.32,32.21,44.45
85,5.9,11.34,19.05,28.58,39.92
90,5.44,10.43,17.24,25.85,35.83
