Age,Beg.,Nov.,Int.,Adv.,Elite
15,15.88,23.59,33.57,44.91,57.61
20,18.14,27.22,38.56,51.71,66.22
25,18.6,28.12,39.46,53.07,67.59
30,18.6,28.12,39.46,53.07,67.59
35,18.6,28.12,39.46,53.07,67.59
40,18.6,28.12,39.46,53.07,67.59
45,17.69,26.31,37.65,50.35,64.41
50,16.78,24.95,34.93,47.17,60.33
55,15.42,23.13,32.66,43.54,55.79
60,14.06,20.87,29.48,39.92,50.8
65,12.7,19.05,26.76,35.83,45.81
70,11.34,16.78,24.04,32.21,41.28
75,10.43,15.42,21.32,29.03,36.74
80,9.07,13.61,19.05,25.85,33.11
85,8.16,12.25,17.24,23.13,29.48
90,7.26,10.89,15.42,20.87,26.76
