Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.08,9.98,18.14,28.58,40.82
20,4.99,11.34,20.41,32.66,46.72
25,4.99,11.34,20.87,33.57,48.08
30,4.99,11.34,20.87,33.57,48.08
35,4.99,11.34,20.87,33.57,48.08
40,4.99,11.34,20.87,33.57,48.08
45,4.99,10.89,19.96,31.75,45.36
50,4.54,10.43,18.6,29.94,42.64
55,4.08,9.53,17.24,27.67,39.46
60,3.63,8.62,15.88,24.95,36.29
65,3.63,7.71,14.51,22.68,32.66
70,3.18,6.8,12.7,20.41,29.48
75,2.72,6.35,11.34,18.14,26.31
80,2.27,5.44,10.43,16.33,23.59
85,2.27,4.99,9.07,14.51,20.87
90,1.81,4.54,8.16,13.15,19.05
