Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,21.77,35.83,53.98,74.39
20,13.15,24.95,41.28,61.69,84.82
25,13.61,25.4,42.18,63.5,87.09
30,13.61,25.4,42.18,63.5,87.09
35,13.61,25.4,42.18,63.5,87.09
40,13.61,25.4,42.18,63.5,87.09
45,12.7,24.04,40.37,59.87,82.55
50,11.79,22.68,37.65,56.25,77.56
55,10.89,20.87,34.93,52.16,71.67
60,9.98,19.05,31.75,47.63,65.77
65,9.07,17.24,28.58,43.09,59.42
70,8.16,15.42,25.85,38.56,53.07
75,7.26,14.06,23.13,34.47,47.63
80,6.35,12.25,20.41,30.84,42.64
85,5.9,11.34,18.6,27.67,38.1
90,5.44,9.98,16.78,24.95,34.47
