Age,Beg.,Nov.,Int.,Adv.,Elite
15,34.47,51.26,72.57,97.52,124.74
20,39.46,58.97,83.01,111.58,142.88
25,40.37,60.33,85.28,114.76,146.51
30,40.37,60.33,85.28,114.76,146.51
35,40.37,60.33,85.28,114.76,146.51
40,40.37,60.33,85.28,114.76,146.51
45,38.56,57.15,81.19,108.86,139.25
50,36.29,53.98,76.2,102.06,130.63
55,33.57,49.9,70.31,94.35,120.66
60,30.39,45.36,63.96,86.18,110.22
65,27.67,40.82,58.06,78.02,99.79
70,24.49,36.74,52.16,69.85,89.36
75,22.23,33.11,46.72,62.6,79.83
80,19.96,29.48,41.73,55.79,71.67
85,17.69,26.31,37.19,49.9,63.96
90,15.88,23.59,33.57,45.36,57.61
