Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.62,16.78,29.03,44,61.69
20,9.53,19.5,33.11,50.35,70.76
25,9.98,19.96,34.02,51.71,72.57
30,9.98,19.96,34.02,51.71,72.57
35,9.98,19.96,34.02,51.71,72.57
40,9.98,19.96,34.02,51.71,72.57
45,9.53,18.6,32.21,48.99,68.95
50,8.62,17.69,30.39,46.27,64.41
55,8.16,16.33,28.12,42.64,59.87
60,7.26,14.97,25.4,39.01,54.43
65,6.8,13.61,23.13,35.38,48.99
70,5.9,12.25,20.87,31.75,44
75,5.44,10.89,18.6,28.12,39.46
80,4.99,9.53,16.33,25.4,35.38
85,4.54,8.62,14.97,22.68,31.75
90,4.08,7.71,13.15,20.41,28.58
