Age,Beg.,Nov.,Int.,Adv.,Elite
15,17.69,33.11,53.98,80.29,109.77
20,20.41,38.1,61.69,91.63,125.65
25,20.87,39.01,63.5,93.89,128.82
30,20.87,39.01,63.5,93.89,128.82
35,20.87,39.01,63.5,93.89,128.82
40,20.87,39.01,63.5,93.89,128.82
45,19.96,36.74,60.33,89.36,122.02
50,18.6,34.47,56.7,83.91,114.76
55,17.24,32.21,52.16,77.56,106.14
60,15.88,29.03,47.63,70.76,97.07
65,14.06,26.31,43.09,63.96,87.54
70,12.7,23.59,38.56,57.15,78.47
75,11.34,21.32,34.47,51.26,70.31
80,10.43,19.05,30.84,45.81,62.6
85,9.07,16.78,27.67,41.28,56.25
90,8.16,15.42,24.95,37.19,50.8
