Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.27,9.98,23.59,43.54,67.59
20,2.72,11.34,27.22,49.9,77.56
25,2.72,11.79,27.67,51.26,79.38
30,2.72,11.79,27.67,51.26,79.38
35,2.72,11.79,27.67,51.26,79.38
40,2.72,11.79,27.67,51.26,79.38
45,2.72,10.89,26.31,48.53,75.3
50,2.27,10.43,24.95,45.36,70.76
55,2.27,9.53,23.13,42.18,65.77
60,1.81,8.62,20.87,38.56,59.87
65,1.81,8.16,19.05,34.47,53.98
70,1.81,7.26,16.78,31.3,48.53
75,1.36,6.35,15.42,27.67,43.54
80,1.36,5.9,13.61,24.95,39.01
85,1.36,4.99,12.25,22.23,34.93
90,0.91,4.54,10.89,19.96,31.3
