Age,Beg.,Nov.,Int.,Adv.,Elite
15,43.09,59.42,79.83,102.97,127.46
20,48.99,68.04,91.17,117.48,146.06
25,50.35,69.85,93.44,120.66,149.69
30,50.35,69.85,93.44,120.66,149.69
35,50.35,69.85,93.44,120.66,149.69
40,50.35,69.85,93.44,120.66,149.69
45,48.08,66.22,88.9,114.76,141.97
50,44.91,62.14,83.46,107.5,133.36
55,41.73,57.61,77.11,99.34,123.38
60,38.1,52.62,70.31,90.72,112.49
65,34.47,47.63,63.5,82.1,101.6
70,30.84,42.64,57.15,73.48,91.17
75,27.67,38.1,50.8,65.77,81.65
80,24.49,34.02,45.81,58.97,73.03
85,22.23,30.39,40.82,52.62,65.32
90,19.96,27.67,36.74,47.63,58.97
