Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,24.95,53.98,94.35,142.88
20,8.62,28.58,61.69,107.95,163.29
25,9.07,29.48,63.5,110.68,167.83
30,9.07,29.48,63.5,110.68,167.83
35,9.07,29.48,63.5,110.68,167.83
40,9.07,29.48,63.5,110.68,167.83
45,8.62,27.67,60.33,104.78,159.21
50,7.71,26.31,56.7,98.43,149.23
55,7.26,24.04,52.16,91.17,137.89
60,6.8,22.23,47.63,83.01,126.1
65,5.9,19.96,43.09,75.3,113.85
70,5.44,17.69,38.56,67.59,102.06
75,4.99,15.88,34.47,60.33,91.17
80,4.54,14.51,30.84,53.98,81.65
85,4.08,12.7,27.67,48.08,73.03
90,3.63,11.34,24.95,43.54,66.22
