Age,Beg.,Nov.,Int.,Adv.,Elite
15,18.14,30.84,48.08,68.95,92.53
20,20.87,35.38,54.88,78.93,106.14
25,21.32,36.29,56.7,81.19,108.86
30,21.32,36.29,56.7,81.19,108.86
35,21.32,36.29,56.7,81.19,108.86
40,21.32,36.29,56.7,81.19,108.86
45,19.96,34.47,53.52,77.11,102.97
50,19.05,32.21,50.35,72.12,97.07
55,17.69,29.94,46.72,66.68,89.36
60,15.88,27.22,42.64,60.78,81.65
65,14.51,24.49,38.56,54.88,73.94
70,13.15,22.23,34.47,49.44,66.22
75,11.79,19.96,30.84,44,59.42
80,10.43,17.69,27.67,39.46,53.07
85,9.07,15.88,24.49,35.38,47.63
90,8.16,14.51,22.23,31.75,42.64
