Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,14.51,23.59,35.38,48.99
20,8.62,16.33,27.22,40.82,55.79
25,9.07,16.78,27.67,41.73,57.61
30,9.07,16.78,27.67,41.73,57.61
35,9.07,16.78,27.67,41.73,57.61
40,9.07,16.78,27.67,41.73,57.61
45,8.62,15.88,26.31,39.46,54.43
50,7.71,14.97,24.95,37.19,51.26
55,7.26,14.06,23.13,34.47,47.17
60,6.8,12.7,20.87,31.3,43.09
65,5.9,11.34,19.05,28.12,39.01
70,5.44,10.43,16.78,25.4,34.93
75,4.99,9.07,14.97,22.68,31.3
80,4.54,8.16,13.61,20.41,28.12
85,4.08,7.26,12.25,18.14,24.95
90,3.63,6.8,10.89,16.33,22.68
