Age,Beg.,Nov.,Int.,Adv.,Elite
15,18.6,38.56,66.68,102.51,144.24
20,21.32,44,76.2,117.48,164.65
25,21.77,44.91,78.02,120.2,169.19
30,21.77,44.91,78.02,120.2,169.19
35,21.77,44.91,78.02,120.2,169.19
40,21.77,44.91,78.02,120.2,169.19
45,20.87,42.64,74.39,114.31,160.57
50,19.5,39.92,69.4,107.05,150.59
55,18.14,37.19,64.41,99.34,139.25
60,16.33,34.02,58.97,90.72,127.01
65,14.97,30.39,53.07,81.65,114.76
70,13.15,27.67,47.63,73.48,102.97
75,11.79,24.49,42.64,65.77,92.08
80,10.89,21.77,38.1,58.51,82.55
85,9.53,19.5,34.02,52.62,73.94
90,8.62,17.69,30.84,47.63,66.68
