Age,Beg.,Nov.,Int.,Adv.,Elite
15,37.65,58.06,83.91,114.76,148.78
20,43.09,66.22,96.16,131.54,170.1
25,44,68.04,98.43,134.72,174.63
30,44,68.04,98.43,134.72,174.63
35,44,68.04,98.43,134.72,174.63
40,44,68.04,98.43,134.72,174.63
45,41.73,64.41,93.44,127.91,165.56
50,39.46,60.33,88,120.2,155.58
55,36.29,55.79,81.19,111.13,143.79
60,33.11,51.26,73.94,101.15,131.54
65,29.94,46.27,67.13,91.63,118.84
70,26.76,41.28,59.87,82.1,106.59
75,24.04,37.19,53.52,73.48,95.25
80,21.32,33.11,48.08,65.77,85.28
85,19.05,29.48,43.09,58.97,76.2
90,17.24,26.76,39.01,53.07,68.95
