Age,Beg.,Nov.,Int.,Adv.,Elite
15,32.21,53.98,82.55,117.03,156.04
20,36.74,61.69,94.35,134.26,178.26
25,38.1,63.5,97.07,137.44,182.8
30,38.1,63.5,97.07,137.44,182.8
35,38.1,63.5,97.07,137.44,182.8
40,38.1,63.5,97.07,137.44,182.8
45,35.83,59.87,92.08,130.63,173.73
50,33.57,56.25,86.18,122.47,162.84
55,31.3,52.16,79.83,113.4,150.59
60,28.58,47.63,73.03,103.42,137.44
65,25.85,43.09,65.77,93.44,124.28
70,23.13,38.56,58.97,83.91,111.58
75,20.87,34.47,52.62,74.84,99.79
80,18.6,30.84,47.17,67.13,89.36
85,16.78,27.67,42.18,59.87,79.83
90,14.97,24.95,38.1,53.98,72.12
