Age,Beg.,Nov.,Int.,Adv.,Elite
15,46.72,71.21,102.51,139.25,179.62
20,53.52,81.65,117.48,159.66,205.93
25,54.88,83.91,120.66,163.75,211.37
30,54.88,83.91,120.66,163.75,211.37
35,54.88,83.91,120.66,163.75,211.37
40,54.88,83.91,120.66,163.75,211.37
45,52.16,79.38,114.31,155.13,200.49
50,48.99,74.84,107.05,145.6,187.79
55,45.36,68.95,99.34,134.72,173.73
60,41.28,63.05,90.72,122.92,158.76
65,37.19,57.15,81.65,111.13,143.34
70,33.57,51.26,73.48,99.79,128.82
75,29.94,45.81,65.77,89.36,115.21
80,26.76,40.82,58.51,79.83,102.97
85,24.04,36.74,52.62,71.67,92.08
90,21.77,33.11,47.63,64.41,83.01
