Age,Beg.,Nov.,Int.,Adv.,Elite
15,38.1,53.98,73.03,95.25,119.29
20,44,61.69,83.91,108.86,136.53
25,44.91,63.5,85.73,112.04,140.16
30,44.91,63.5,85.73,112.04,140.16
35,44.91,63.5,85.73,112.04,140.16
40,44.91,63.5,85.73,112.04,140.16
45,42.64,59.87,81.65,106.14,132.9
50,39.92,56.25,76.66,99.79,124.74
55,37.19,52.16,70.76,92.08,115.21
60,34.02,47.63,64.41,83.91,105.23
65,30.39,43.09,58.51,76.2,95.25
70,27.22,38.56,52.16,68.04,85.28
75,24.49,34.47,46.72,60.78,76.2
80,21.77,30.84,41.73,54.43,68.04
85,19.5,27.67,37.65,48.99,61.23
90,17.69,24.95,34.02,44,54.88
