Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.18,7.26,13.15,20.87,30.39
20,3.63,8.16,14.97,24.04,34.93
25,3.63,8.16,15.42,24.49,35.83
30,3.63,8.16,15.42,24.49,35.83
35,3.63,8.16,15.42,24.49,35.83
40,3.63,8.16,15.42,24.49,35.83
45,3.18,7.71,14.51,23.59,33.57
50,3.18,7.26,13.61,21.77,31.75
55,2.72,6.8,12.7,20.41,29.48
60,2.72,6.35,11.79,18.6,26.76
65,2.27,5.44,10.43,16.78,24.04
70,2.27,4.99,9.53,14.97,21.77
75,1.81,4.54,8.16,13.61,19.5
80,1.81,4.08,7.71,12.25,17.24
85,1.36,3.63,6.8,10.89,15.42
90,1.36,3.18,5.9,9.53,14.06
