Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.85,56.7,102.06,160.12,228.61
20,29.48,64.86,116.57,183.7,261.27
25,30.39,66.68,119.75,188.24,268.07
30,30.39,66.68,119.75,188.24,268.07
35,30.39,66.68,119.75,188.24,268.07
40,30.39,66.68,119.75,188.24,268.07
45,28.58,63.05,113.4,178.72,254.47
50,26.76,59.42,106.59,167.83,239.04
55,24.95,54.88,98.43,155.13,220.9
60,22.68,49.9,89.81,141.52,201.85
65,20.41,45.36,81.19,127.91,182.34
70,18.6,40.37,73.03,114.76,163.29
75,16.33,36.29,65.32,102.51,146.06
80,14.97,32.21,58.51,91.63,130.63
85,13.15,29.03,52.16,82.1,117.03
90,11.79,26.31,47.17,73.94,105.69
