Age,Beg.,Nov.,Int.,Adv.,Elite
15,44.45,87.09,147.42,223.17,309.8
20,50.8,99.79,168.28,255.37,354.71
25,52.16,102.51,172.82,261.72,364.23
30,52.16,102.51,172.82,261.72,364.23
35,52.16,102.51,172.82,261.72,364.23
40,52.16,102.51,172.82,261.72,364.23
45,49.44,97.07,164.2,248.57,345.18
50,46.27,91.17,153.77,233.15,324.32
55,43.09,84.37,142.43,215.91,299.82
60,39.01,77.11,130.18,196.86,273.52
65,35.38,69.4,117.48,177.81,247.21
70,31.75,62.14,105.23,159.66,221.81
75,28.58,55.79,94.35,142.88,198.22
80,25.4,49.9,84.37,127.46,177.35
85,22.68,44.45,75.3,114.31,159.21
90,20.41,40.37,68.04,102.97,143.34
