Age,Beg.,Nov.,Int.,Adv.,Elite
15,31.75,50.35,73.94,102.06,132.9
20,36.29,57.61,84.37,116.57,152.41
25,37.19,58.97,86.64,119.75,156.49
30,37.19,58.97,86.64,119.75,156.49
35,37.19,58.97,86.64,119.75,156.49
40,37.19,58.97,86.64,119.75,156.49
45,35.38,55.79,82.1,113.4,148.32
50,33.11,52.62,77.11,106.59,139.25
55,30.84,48.53,71.21,98.43,128.82
60,28.12,44.45,65.32,89.81,117.48
65,25.4,39.92,58.97,81.19,106.14
70,22.68,35.83,52.62,73.03,95.25
75,20.41,32.21,47.17,65.32,85.28
80,18.14,28.58,42.18,58.51,76.2
85,16.33,25.85,37.65,52.16,68.49
90,14.51,23.13,34.02,47.17,61.69
