Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.89,18.14,27.67,38.56,51.26
20,12.7,20.87,31.3,44.45,58.51
25,13.15,21.32,32.21,45.36,59.87
30,13.15,21.32,32.21,45.36,59.87
35,13.15,21.32,32.21,45.36,59.87
40,13.15,21.32,32.21,45.36,59.87
45,12.25,20.41,30.39,43.09,57.15
50,11.79,19.05,28.58,40.37,53.52
55,10.89,17.69,26.76,37.19,49.44
60,9.98,15.88,24.04,34.02,45.36
65,9.07,14.51,21.77,30.84,40.82
70,8.16,13.15,19.5,27.67,36.74
75,7.26,11.79,17.69,24.95,32.66
80,6.35,10.43,15.88,22.23,29.48
85,5.9,9.53,14.06,19.96,26.31
90,4.99,8.62,12.7,17.69,23.59
