Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.62,15.42,25.4,37.19,51.26
20,9.53,17.69,29.03,42.64,58.51
25,9.98,18.14,29.48,44,59.87
30,9.98,18.14,29.48,44,59.87
35,9.98,18.14,29.48,44,59.87
40,9.98,18.14,29.48,44,59.87
45,9.53,17.24,28.12,41.73,56.7
50,8.62,16.33,26.31,39.01,53.52
55,8.16,14.97,24.49,36.29,49.44
60,7.26,13.61,22.23,33.11,44.91
65,6.8,12.25,19.96,29.94,40.82
70,5.9,10.89,18.14,26.76,36.74
75,5.44,9.98,16.33,24.04,32.66
80,4.99,9.07,14.51,21.32,29.03
85,4.54,8.16,13.15,19.05,26.31
90,4.08,7.26,11.79,17.24,23.59
