Age,Beg.,Nov.,Int.,Adv.,Elite
15,48.08,79.83,122.02,173.27,230.42
20,54.88,91.63,139.71,198.22,263.54
25,56.25,93.89,143.34,203.66,270.34
30,56.25,93.89,143.34,203.66,270.34
35,56.25,93.89,143.34,203.66,270.34
40,56.25,93.89,143.34,203.66,270.34
45,53.52,88.9,136.08,192.78,256.73
50,50.35,83.46,127.91,180.98,240.86
55,46.27,77.56,117.93,167.38,222.71
60,42.18,70.76,107.95,152.86,203.21
65,38.1,63.96,97.52,138.35,183.7
70,34.47,57.15,87.54,123.83,164.65
75,30.84,51.26,78.02,110.68,147.42
80,27.67,45.81,69.85,99.34,132
85,24.49,40.82,62.6,88.9,117.93
90,22.23,37.19,56.7,80.29,106.59
