Age,Beg.,Nov.,Int.,Adv.,Elite
15,42.64,62.14,86.64,115.21,146.51
20,48.99,71.21,99.34,132,167.38
25,50.35,73.03,102.06,135.62,171.91
30,50.35,73.03,102.06,135.62,171.91
35,50.35,73.03,102.06,135.62,171.91
40,50.35,73.03,102.06,135.62,171.91
45,47.63,69.4,96.62,128.37,162.84
50,44.91,65.32,90.72,120.66,152.86
55,41.28,60.33,83.91,111.58,141.52
60,37.65,54.88,76.66,101.6,129.27
65,34.02,49.9,69.4,92.08,116.57
70,30.39,44.45,62.14,82.55,104.78
75,27.22,39.92,55.34,73.94,93.44
80,24.49,35.83,49.9,65.77,83.91
85,21.77,31.75,44.45,58.97,74.84
90,19.96,29.03,39.92,53.52,67.59
