Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,10.43,19.05,30.39,43.09
20,5.44,12.25,22.23,34.93,49.44
25,5.44,12.7,22.68,35.83,50.8
30,5.44,12.7,22.68,35.83,50.8
35,5.44,12.7,22.68,35.83,50.8
40,5.44,12.7,22.68,35.83,50.8
45,5.44,11.79,21.32,34.02,48.08
50,4.99,11.34,19.96,31.75,45.36
55,4.54,10.43,18.6,29.48,41.73
60,4.08,9.53,16.78,26.76,38.1
65,3.63,8.62,15.42,24.04,34.47
70,3.63,7.71,13.61,21.77,30.84
75,3.18,6.8,12.25,19.5,27.67
80,2.72,5.9,10.89,17.24,24.95
85,2.27,5.44,9.98,15.42,22.23
90,2.27,4.99,9.07,14.06,19.96
