Age,Beg.,Nov.,Int.,Adv.,Elite
15,35.38,53.52,76.2,103.42,132.9
20,40.37,61.23,87.54,117.93,151.95
25,41.73,62.6,89.81,121.11,156.04
30,41.73,62.6,89.81,121.11,156.04
35,41.73,62.6,89.81,121.11,156.04
40,41.73,62.6,89.81,121.11,156.04
45,39.46,59.42,84.82,115.21,147.87
50,37.19,55.79,79.83,107.95,138.8
55,34.47,51.71,73.94,99.79,128.37
60,31.3,47.17,67.59,91.17,117.03
65,28.12,42.64,60.78,82.1,105.69
70,25.4,38.1,54.43,73.94,94.8
75,22.68,34.02,48.99,66.22,84.82
80,20.41,30.39,43.54,58.97,75.75
85,18.14,27.22,39.01,53.07,68.04
90,16.33,24.95,35.38,47.63,61.23
