Age,Beg.,Nov.,Int.,Adv.,Elite
15,51.71,69.85,91.17,115.67,141.52
20,59.42,79.83,104.33,132.45,161.93
25,60.78,81.65,107.05,135.62,166.47
30,60.78,81.65,107.05,135.62,166.47
35,60.78,81.65,107.05,135.62,166.47
40,60.78,81.65,107.05,135.62,166.47
45,57.61,77.56,101.6,128.82,157.85
50,53.98,73.03,95.25,121.11,148.32
55,49.9,67.13,88,112.04,136.98
60,45.81,61.69,80.29,102.06,125.19
65,41.28,55.34,72.57,92.08,112.94
70,37.19,49.9,65.32,82.55,101.6
75,33.11,44.45,58.51,73.94,90.72
80,29.48,39.92,52.16,66.22,81.19
85,26.76,35.83,46.72,59.42,72.57
90,24.04,32.21,42.18,53.52,65.32
