Age,Beg.,Nov.,Int.,Adv.,Elite
15,49.44,76.66,112.04,154.22,200.49
20,56.25,88,128.37,176.45,229.52
25,57.61,90.26,131.54,180.98,235.41
30,57.61,90.26,131.54,180.98,235.41
35,57.61,90.26,131.54,180.98,235.41
40,57.61,90.26,131.54,180.98,235.41
45,54.88,85.28,124.74,171.91,223.17
50,51.26,80.29,117.03,161.03,209.56
55,47.63,74.39,108.41,149.23,194.14
60,43.54,67.59,98.88,136.08,176.9
65,39.46,61.23,89.36,122.92,160.12
70,35.38,54.88,80.29,110.22,143.34
75,31.3,48.99,71.67,98.43,128.37
80,28.12,44,63.96,88,114.76
85,25.4,39.46,57.61,78.93,102.97
90,22.68,35.38,51.71,71.21,92.53
