Age,Beg.,Nov.,Int.,Adv.,Elite
15,40.37,56.7,77.11,100.7,126.1
20,45.81,64.86,88.45,115.21,144.24
25,47.17,66.68,90.72,117.93,147.87
30,47.17,66.68,90.72,117.93,147.87
35,47.17,66.68,90.72,117.93,147.87
40,47.17,66.68,90.72,117.93,147.87
45,44.91,63.05,85.73,112.04,140.16
50,42.18,59.42,80.74,105.23,131.54
55,39.01,54.88,74.39,97.07,121.56
60,35.38,49.9,68.04,88.9,111.13
65,32.21,45.36,61.69,80.29,100.24
70,28.58,40.82,55.34,72.12,90.26
75,25.85,36.29,49.44,64.41,80.74
80,23.13,32.66,44,57.61,72.12
85,20.41,29.03,39.46,51.71,64.41
90,18.6,26.31,35.83,46.72,58.06
